instant,dteday,season,yr,mnth,hr,holiday,weekday,weekend,workingday,weathersit,temp,atemp,hum,windspeed,windspeed_mph,comfindex,casual,registered,cnt
2815,02/05/2011,2,0,5,4,0,1,0,1,1,0.44,0.4394,0.77,0.1642,11.001,0.319,9,8,17
2816,02/05/2011,2,0,5,5,0,1,0,1,2,0.44,0.4394,0.77,0.1343,8.998,0.325,4,16,20
2817,02/05/2011,2,0,5,6,0,1,0,1,1,0.44,0.4394,0.88,0.1045,7.002,0.331,3,59,62
2818,02/05/2011,2,0,5,7,0,1,0,1,2,0.46,0.4545,0.82,0.3284,22.003,0.301,16,193,209
2819,02/05/2011,2,0,5,8,0,1,0,1,2,0.48,0.4697,0.77,0.2239,15.001,0.336,21,350,371
2820,02/05/2011,2,0,5,9,0,1,0,1,2,0.5,0.4848,0.77,0.2836,19.001,0.339,41,131,172
2821,02/05/2011,2,0,5,10,0,1,0,1,2,0.54,0.5152,0.77,0.2239,15.001,0.38,31,77,108
2822,02/05/2011,2,0,5,11,0,1,0,1,1,0.58,0.5455,0.73,0.2985,19.999,0.394,34,96,130
2823,02/05/2011,2,0,5,12,0,1,0,1,1,0.62,0.6061,0.69,0.2239,15.001,0.447,40,147,187
2824,02/05/2011,2,0,5,13,0,1,0,1,2,0.62,0.6061,0.69,0.194,12.998,0.453,51,119,170
2825,02/05/2011,2,0,5,14,0,1,0,1,1,0.64,0.6061,0.69,0.2239,15.001,0.457,48,133,181
2826,02/05/2011,2,0,5,15,0,1,0,1,1,0.66,0.6212,0.61,0.194,12.998,0.478,45,110,155
2827,02/05/2011,2,0,5,16,0,1,0,1,1,0.66,0.6212,0.61,0.2239,15.001,0.472,49,220,269
2828,02/05/2011,2,0,5,17,0,1,0,1,1,0.66,0.6212,0.65,0.194,12.998,0.478,65,472,537
2829,02/05/2011,2,0,5,18,0,1,0,1,2,0.64,0.6061,0.65,0.194,12.998,0.463,68,450,518
2830,02/05/2011,2,0,5,19,0,1,0,1,2,0.62,0.6061,0.69,0.1343,8.998,0.465,46,268,314
2831,02/05/2011,2,0,5,20,0,1,0,1,2,0.62,0.6061,0.69,0.1343,8.998,0.465,44,174,218
2832,02/05/2011,2,0,5,21,0,1,0,1,2,0.6,0.5909,0.73,0.1045,7.002,0.456,54,178,232
2833,02/05/2011,2,0,5,22,0,1,0,1,2,0.6,0.5909,0.73,0,0,0.477,28,97,125
2834,02/05/2011,2,0,5,23,0,1,0,1,2,0.56,0.5303,0.83,0.194,12.998,0.4,16,48,64
2835,03/05/2011,2,0,5,0,0,2,0,1,2,0.56,0.5303,0.83,0.2239,15.001,0.394,0,16,16
2836,03/05/2011,2,0,5,1,0,2,0,1,2,0.56,0.5303,0.78,0.2537,16.998,0.388,0,14,14
2837,03/05/2011,2,0,5,2,0,2,0,1,2,0.56,0.5303,0.78,0.2537,16.998,0.388,0,5,5
2838,03/05/2011,2,0,5,3,0,2,0,1,1,0.54,0.5152,0.83,0.2836,19.001,0.368,0,2,2
2839,03/05/2011,2,0,5,4,0,2,0,1,1,0.52,0.5,0.88,0.2239,15.001,0.365,3,1,4
2840,03/05/2011,2,0,5,5,0,2,0,1,1,0.52,0.5,0.88,0.1343,8.998,0.383,0,14,14
2841,03/05/2011,2,0,5,6,0,2,0,1,2,0.52,0.5,0.94,0.1642,11.001,0.377,7,102,109
2842,03/05/2011,2,0,5,7,0,2,0,1,2,0.54,0.5152,0.88,0.2239,15.001,0.38,17,248,265
2843,03/05/2011,2,0,5,8,0,2,0,1,2,0.56,0.5303,0.83,0.2836,19.001,0.382,24,435,459
2844,03/05/2011,2,0,5,9,0,2,0,1,2,0.6,0.5758,0.78,0.3582,23.999,0.401,29,157,186
2845,03/05/2011,2,0,5,10,0,2,0,1,2,0.64,0.6061,0.69,0.3582,23.999,0.43,36,91,
2846,03/05/2011,2,0,5,11,0,2,0,1,2,0.66,0.6212,0.65,0.3284,22.003,0.451,20,120,140
2847,03/05/2011,2,0,5,12,0,2,0,1,2,0.68,0.6364,0.61,0.4925,32.998,0.432,48,169,217
2848,03/05/2011,2,0,5,13,0,2,0,1,2,0.7,0.6515,0.58,0.6119,40.997,0.423,50,144,194
2849,03/05/2011,2,0,5,14,0,2,0,1,2,0.7,0.6515,0.58,0.5224,35.001,0.441,36,122,158
2850,03/05/2011,2,0,5,15,0,2,0,1,2,0.7,0.6515,0.58,0.4478,30.003,0.456,37,117,154
2851,03/05/2011,2,0,5,16,0,2,0,1,1,0.72,0.6667,0.54,0.4627,31.001,0.467,46,225,271
2852,03/05/2011,2,0,5,17,0,2,0,1,1,0.7,0.6515,0.54,0.4627,31.001,0.453,53,464,517
2853,03/05/2011,2,0,5,18,0,2,0,1,1,0.7,0.6515,0.48,0.4179,27.999,0.462,59,485,544
2854,03/05/2011,2,0,5,19,0,2,0,1,1,0.68,0.6364,0.57,0.3582,23.999,0.459,42,323,365
2855,03/05/2011,2,0,5,20,0,2,0,1,1,0.66,0.6212,0.61,0.194,12.998,0.478,28,262,290
2856,03/05/2011,2,0,5,21,0,2,0,1,2,0.64,0.6212,0.61,0.4478,30.003,0.417,42,183,225
2857,03/05/2011,2,0,5,22,0,2,0,1,2,0.58,0.5455,0.6,0.3881,26.003,0.376,14,99,113
2858,03/05/2011,2,0,5,23,0,2,0,1,2,0.56,0.5303,0.68,0.3284,22.003,0.373,12,50,62
2859,04/05/2011,2,0,5,0,0,3,0,1,3,0.52,0.5,0.77,0.1642,11.001,0.377,5,22,27
2860,04/05/2011,2,0,5,1,0,3,0,1,3,0.5,0.4848,0.82,0.2836,19.001,0.339,1,6,7
2861,04/05/2011,2,0,5,2,0,3,0,1,3,0.5,0.4848,0.82,0.2836,19.001,0.339,0,4,4
2862,04/05/2011,2,0,5,3,0,3,0,1,3,0.42,0.4242,0.88,0.5224,35.001,0.233,0,1,1
2863,04/05/2011,2,0,5,4,0,3,0,1,3,0.38,0.3939,0.94,0.3284,22.003,0.242,1,2,3
2864,04/05/2011,2,0,5,5,0,3,0,1,3,0.36,0.3333,0.87,0.3284,22.003,0.214,1,8,9
2865,04/05/2011,2,0,5,6,0,3,0,1,3,0.34,0.303,0.93,0.3881,26.003,0.183,0,21,21
2866,04/05/2011,2,0,5,7,0,3,0,1,3,0.34,0.303,0.93,0.3582,23.999,0.189,6,46,52
2867,04/05/2011,2,0,5,8,0,3,0,1,3,0.34,0.303,0.93,0.3881,26.003,0.183,5,74,79
2868,04/05/2011,2,0,5,9,0,3,0,1,3,0.34,0.303,0.93,0.3582,23.999,0.189,5,35,40
2869,04/05/2011,2,0,5,10,0,3,0,1,2,0.34,0.3182,0.93,0.2836,19.001,0.209,5,26,31
2870,04/05/2011,2,0,5,11,0,3,0,1,1,0.4,0.4091,0.82,0.3284,22.003,0.257,3,69,72
2871,04/05/2011,2,0,5,12,0,3,0,1,2,0.44,0.4394,0.62,0.3582,23.999,0.28,19,105,124
2872,04/05/2011,2,0,5,13,0,3,0,1,2,0.46,0.4545,0.59,0.4478,30.003,0.277,15,128,143
2873,04/05/2011,2,0,5,14,0,3,0,1,1,0.5,0.4848,0.51,0.3881,26.003,0.318,13,94,107
2874,04/05/2011,2,0,5,15,0,3,0,1,1,0.48,0.4697,0.51,0.4179,27.999,0.297,22,107,129
2875,04/05/2011,2,0,5,16,0,3,0,1,1,0.5,0.4848,0.45,0.4627,31.001,0.303,22,173,195
2876,04/05/2011,2,0,5,17,0,3,0,1,1,0.4,0.4091,0.71,0.2537,16.998,0.272,22,388,410
2877,04/05/2011,2,0,5,18,0,3,0,1,1,0.42,0.4242,0.67,0.2537,16.998,0.287,29,367,396
2878,04/05/2011,2,0,5,19,0,3,0,1,1,0.42,0.4242,0.58,0.3582,23.999,0.266,30,266,296
2879,04/05/2011,2,0,5,20,0,3,0,1,1,0.4,0.4091,0.62,0.3284,22.003,0.257,17,174,191
2880,04/05/2011,2,0,5,21,0,3,0,1,1,0.4,0.4091,0.62,0.1642,11.001,0.29,17,133,150
2881,04/05/2011,2,0,5,22,0,3,0,1,1,0.38,0.3939,0.62,0.2239,15.001,0.263,9,80,89
2882,04/05/2011,2,0,5,23,0,3,0,1,1,0.36,0.3485,0.62,0.2239,15.001,0.24,8,49,57
2883,05/05/2011,2,0,5,0,0,4,0,1,1,0.36,0.3485,0.66,0.194,12.998,0.246,4,23,27
2884,05/05/2011,2,0,5,1,0,4,0,1,1,0.34,0.3333,0.71,0.194,12.998,0.231,4,6,10
2885,05/05/2011,2,0,5,2,0,4,0,1,1,0.34,0.3182,0.66,0.2239,15.001,0.221,1,4,5
2886,05/05/2011,2,0,5,3,0,4,0,1,1,0.34,0.3182,0.66,0.2537,16.998,0.215,0,4,4
2887,05/05/2011,2,0,5,4,0,4,0,1,1,0.34,0.3182,0.66,0.2537,16.998,0.215,4,3,7
2888,05/05/2011,2,0,5,5,0,4,0,1,1,0.34,0.3182,0.66,0.2537,16.998,0.215,1,29,30
2889,05/05/2011,2,0,5,6,0,4,0,1,1,0.34,0.3182,0.66,0.2537,16.998,0.215,3,86,89
2890,05/05/2011,2,0,5,7,0,4,0,1,1,0.38,0.3939,0.58,0.2537,16.998,0.257,16,255,271
2891,05/05/2011,2,0,5,8,0,4,0,1,1,0.42,0.4242,0.5,0.2537,16.998,0.287,25,415,440
2892,05/05/2011,2,0,5,9,0,4,0,1,1,0.46,0.4545,0.44,0.2836,19.001,0.31,20,164,184
2893,05/05/2011,2,0,5,10,0,4,0,1,1,0.5,0.4848,0.39,0.2836,19.001,0.339,30,98,128
2894,05/05/2011,2,0,5,11,0,4,0,1,1,0.52,0.5,0.36,0.4478,30.003,0.32,43,105,148
2895,05/05/2011,2,0,5,12,0,4,0,1,1,0.52,0.5,0.34,0.3582,23.999,0.338,27,169,196
2896,05/05/2011,2,0,5,13,0,4,0,1,1,0.54,0.5152,0.3,0.5821,39.001,0.308,50,142,192
2897,05/05/2011,2,0,5,14,0,4,0,1,1,0.54,0.5152,0.28,0.4478,30.003,0.335,19,135,154
2898,05/05/2011,2,0,5,15,0,4,0,1,1,0.56,0.5303,0.26,0.4925,32.998,0.341,27,120,147
2899,05/05/2011,2,0,5,16,0,4,0,1,1,0.58,0.5455,0.24,0.4179,27.999,0.37,36,233,269
2900,05/05/2011,2,0,5,17,0,4,0,1,1,0.56,0.5303,0.26,0.3881,26.003,0.361,66,467,533
2901,05/05/2011,2,0,5,18,0,4,0,1,1,0.56,0.5303,0.26,0.2836,19.001,0.382,64,456,520
2902,05/05/2011,2,0,5,19,0,4,0,1,1,0.54,0.5152,0.28,0.2239,15.001,0.38,56,305,361
2903,05/05/2011,2,0,5,20,0,4,0,1,1,0.5,0.4848,0.34,0.1642,11.001,0.363,33,225,258
2904,05/05/2011,2,0,5,21,0,4,0,1,1,0.5,0.4848,0.36,0.194,12.998,0.357,39,141,180
2905,05/05/2011,2,0,5,22,0,4,0,1,1,0.48,0.4697,0.39,0.194,12.998,0.342,30,135,165
2906,05/05/2011,2,0,5,23,0,4,0,1,1,0.46,0.4545,0.41,0.194,12.998,0.328,16,99,115
2907,06/05/2011,2,0,5,0,0,5,0,1,1,0.44,0.4394,0.44,0.1642,11.001,0.319,13,43,56
2908,06/05/2011,2,0,5,1,0,5,0,1,1,0.4,0.4091,0.62,0.1642,11.001,0.29,8,24,32
2909,06/05/2011,2,0,5,2,0,5,0,1,1,0.38,0.3939,0.62,0.1045,7.002,0.287,1,15,16
2910,06/05/2011,2,0,5,3,0,5,0,1,1,0.36,0.3636,0.71,0.1045,7.002,0.268,3,6,9
2911,06/05/2011,2,0,5,4,0,5,0,1,1,0.36,0.3636,0.71,0.1045,7.002,0.268,0,1,1
2912,06/05/2011,2,0,5,5,0,5,0,1,1,0.34,0.3485,0.81,0.1045,7.002,0.254,0,16,16
2913,06/05/2011,2,0,5,6,0,5,0,1,1,0.36,0.3636,0.81,0.0896,6.003,0.271,8,74,82
2914,06/05/2011,2,0,5,7,0,5,0,1,1,0.4,0.4091,0.82,0,0,0.323,20,202,222
2915,06/05/2011,2,0,5,8,0,5,0,1,1,0.42,0.4242,0.77,0.2537,16.998,0.287,35,415,450
2916,06/05/2011,2,0,5,9,0,5,0,1,1,0.46,0.4545,0.67,0.2836,19.001,0.31,27,161,188
2917,06/05/2011,2,0,5,10,0,5,0,1,2,0.54,0.5152,0.49,0.3284,22.003,0.359,30,97,127
2918,06/05/2011,2,0,5,11,0,5,0,1,2,0.54,0.5152,0.49,0.3284,22.003,0.359,42,123,165
2919,06/05/2011,2,0,5,12,0,5,0,1,1,0.56,0.5303,0.49,0.3582,23.999,0.367,48,198,246
2920,06/05/2011,2,0,5,13,0,5,0,1,1,0.58,0.5455,0.4,0.3284,22.003,0.388,71,182,253
2921,06/05/2011,2,0,5,14,0,5,0,1,1,0.6,0.6212,0.4,0.4478,30.003,0.397,86,127,213
2922,06/05/2011,2,0,5,15,0,5,0,1,1,0.6,0.6212,0.38,0.3881,26.003,0.409,89,171,260
2923,06/05/2011,2,0,5,16,0,5,0,1,1,0.6,0.6212,0.4,0.2537,16.998,0.436,82,262,344
2924,06/05/2011,2,0,5,17,0,5,0,1,1,0.58,0.5455,0.4,0.3582,23.999,0.382,83,470,553
2925,06/05/2011,2,0,5,18,0,5,0,1,3,0.54,0.5152,0.52,0.3582,23.999,0.353,85,385,470
2926,06/05/2011,2,0,5,19,0,5,0,1,3,0.54,0.5152,0.52,0.3582,23.999,0.353,39,253,292
2927,06/05/2011,2,0,5,20,0,5,0,1,1,0.52,0.5,0.48,0.1045,7.002,0.389,29,161,190
2928,06/05/2011,2,0,5,21,0,5,0,1,1,0.48,0.4697,0.67,0.1343,8.998,0.354,22,130,152
2929,06/05/2011,2,0,5,22,0,5,0,1,1,0.46,0.4545,0.72,0.2239,15.001,0.322,46,105,151
2930,06/05/2011,2,0,5,23,0,5,0,1,1,0.44,0.4394,0.82,0.1343,8.998,0.325,27,93,120
2931,07/05/2011,2,0,5,0,0,6,1,0,1,0.42,0.4242,0.82,0.1343,8.998,0.31,10,76,86
2932,07/05/2011,2,0,5,1,0,6,1,0,1,0.42,0.4242,0.82,0.1045,7.002,0.316,8,50,58
2933,07/05/2011,2,0,5,2,0,6,1,0,1,0.42,0.4242,0.82,0.0896,6.003,0.319,5,47,52
2934,07/05/2011,2,0,5,3,0,6,1,0,1,0.42,0.4242,0.77,0.0896,6.003,0.319,9,9,18
2935,07/05/2011,2,0,5,4,0,6,1,0,1,0.4,0.4091,0.82,0.1045,7.002,0.302,1,4,5
2936,07/05/2011,2,0,5,5,0,6,1,0,1,0.46,0.4545,0.59,0.1343,8.998,0.339,4,3,7
2937,07/05/2011,2,0,5,6,0,6,1,0,1,0.42,0.4242,0.77,0.0896,6.003,0.319,1,12,13
2938,07/05/2011,2,0,5,7,0,6,1,0,1,0.48,0.4697,0.59,0,0,0.381,8,32,40
2939,07/05/2011,2,0,5,8,0,6,1,0,1,0.52,0.5,0.52,0.194,12.998,0.371,19,96,115
2940,07/05/2011,2,0,5,9,0,6,1,0,1,0.54,0.5152,0.49,0.2836,19.001,0.368,54,164,218
2941,07/05/2011,2,0,5,10,0,6,1,0,1,0.56,0.5303,0.49,0.2985,19.999,0.379,90,208,298
2942,07/05/2011,2,0,5,11,0,6,1,0,1,0.56,0.5303,0.43,0,0,0.439,132,215,347
2943,07/05/2011,2,0,5,12,0,6,1,0,1,0.6,0.6212,0.4,0.194,12.998,0.448,129,244,373
2944,07/05/2011,2,0,5,13,0,6,1,0,1,0.6,0.6212,0.35,0.2836,19.001,0.43,196,240,436
2945,07/05/2011,2,0,5,14,0,6,1,0,3,0.6,0.6212,0.35,0.1642,11.001,0.454,143,235,378
2946,07/05/2011,2,0,5,15,0,6,1,0,1,0.6,0.6212,0.38,0.2537,16.998,0.436,148,230,378
2947,07/05/2011,2,0,5,16,0,6,1,0,1,0.6,0.6212,0.38,0.194,12.998,0.448,119,223,342
2948,07/05/2011,2,0,5,17,0,6,1,0,1,0.58,0.5455,0.4,0.2239,15.001,0.409,138,216,354
2949,07/05/2011,2,0,5,18,0,6,1,0,1,0.58,0.5455,0.37,0.1642,11.001,0.421,114,175,289
2950,07/05/2011,2,0,5,19,0,6,1,0,1,0.56,0.5303,0.43,0.194,12.998,0.4,88,179,267
2951,07/05/2011,2,0,5,20,0,6,1,0,1,0.56,0.5303,0.43,0.1343,8.998,0.412,82,137,219
2952,07/05/2011,2,0,5,21,0,6,1,0,1,0.54,0.5152,0.49,-1,15.001,0.38,58,124,182
2953,07/05/2011,2,0,5,22,0,6,1,0,1,0.54,0.5152,0.49,0.194,12.998,0.386,26,94,120
2954,07/05/2011,2,0,5,23,0,6,1,0,1,0.5,0.4848,0.59,0.1045,7.002,0.375,30,89,119
2955,08/05/2011,2,0,5,0,0,0,1,0,2,0.5,0.4848,0.59,0.1045,7.002,0.375,22,78,100
2956,08/05/2011,2,0,5,1,0,0,1,0,2,0.52,0.5,0.55,0,0,0.41,8,56,64
2957,08/05/2011,2,0,5,2,0,0,1,0,1,0.48,0.4697,0.63,0,0,0.381,17,42,59
2958,08/05/2011,2,0,5,3,0,0,1,0,1,0.46,0.4545,0.72,0.0896,6.003,0.348,10,21,31
2959,08/05/2011,2,0,5,4,0,0,1,0,1,0.42,0.4242,0.82,0,0,0.337,2,8,10
2960,08/05/2011,2,0,5,5,0,0,1,0,2,0.44,0.4394,0.77,0,0,0.352,0,5,5
2961,08/05/2011,2,0,5,6,0,0,1,0,2,0.44,0.4394,0.82,0,0,0.352,2,4,6
2962,08/05/2011,2,0,5,7,0,0,1,0,2,0.46,0.4545,0.82,0,0,0.366,8,15,23
2963,08/05/2011,2,0,5,8,0,0,1,0,1,0.52,0.5,0.63,0.1343,8.998,0.383,28,58,86
2964,08/05/2011,2,0,5,9,0,0,1,0,1,0.56,0.5303,0.52,0.2239,15.001,0.394,48,112,160
2965,08/05/2011,2,0,5,10,0,0,1,0,1,0.58,0.5455,0.49,0.1343,8.998,0.427,91,153,244
2966,08/05/2011,2,0,5,11,0,0,1,0,1,0.58,0.5455,0.49,0.0896,6.003,0.436,142,198,340
2967,08/05/2011,2,0,5,12,0,0,1,0,1,0.6,0.6212,0.46,0.0896,6.003,0.468,139,243,382
2968,08/05/2011,2,0,5,13,0,0,1,0,1,0.6,0.6212,0.49,0.1343,8.998,0.46,166,224,390
2969,08/05/2011,2,0,5,14,0,0,1,0,1,0.6,0.6212,0.49,0,0,0.486,126,240,366
2970,08/05/2011,2,0,5,15,0,0,1,0,1,0.6,0.6212,0.49,0,0,0.486,128,230,358
2971,08/05/2011,2,0,5,16,0,0,1,0,1,0.6,0.6212,0.46,0.1045,7.002,0.465,122,263,385
2972,08/05/2011,2,0,5,17,0,0,1,0,3,0.58,0.5455,0.49,0.2836,19.001,0.397,106,245,351
2973,08/05/2011,2,0,5,18,0,0,1,0,1,0.58,0.5455,0.49,0,0,0.454,63,205,268
2974,08/05/2011,2,0,5,19,0,0,1,0,1,0.56,0.5303,0.64,0,0,0.439,61,178,239
2975,08/05/2011,2,0,5,20,0,0,1,0,1,0.52,0.5,0.77,0.1343,8.998,0.383,42,132,174
2976,08/05/2011,2,0,5,21,0,0,1,0,1,0.52,0.5,0.77,0.0896,6.003,0.392,32,95,127
2977,08/05/2011,2,0,5,22,0,0,1,0,1,0.5,0.4848,0.88,0.0896,6.003,0.378,29,86,115
2978,08/05/2011,2,0,5,23,0,0,1,0,1,0.46,0.4545,0.88,0.0896,6.003,0.348,9,41,50
2979,09/05/2011,2,0,5,0,0,1,0,1,1,0.46,0.4545,0.82,0.0896,6.003,0.348,31,22,53
2980,09/05/2011,2,0,5,1,0,1,0,1,1,0.44,0.4394,0.88,0,0,0.352,25,8,33
2981,09/05/2011,2,0,5,2,0,1,0,1,1,0.44,0.4394,0.94,0,0,0.352,6,2,8
2982,09/05/2011,2,0,5,3,0,1,0,1,1,0.46,0.4545,0.82,0.0896,6.003,0.348,0,7,7
2983,09/05/2011,2,0,5,4,0,1,0,1,1,0.42,0.4242,0.82,0.1642,11.001,0.304,0,4,4
2984,09/05/2011,2,0,5,5,0,1,0,1,1,0.42,0.4242,0.77,0.1642,11.001,0.304,0,23,23
2985,09/05/2011,2,0,5,6,0,1,0,1,1,0.44,0.4394,0.72,0.2537,16.998,0.301,2,87,89
2986,09/05/2011,2,0,5,7,0,1,0,1,1,0.48,0.4697,0.63,0.2537,16.998,0.33,16,221,237
2987,09/05/2011,2,0,5,8,0,1,0,1,1,0.52,0.5,0.55,0.2239,15.001,0.365,23,351,374
2988,09/05/2011,2,0,5,9,0,1,0,1,1,0.54,0.5152,0.56,0.1642,11.001,0.392,36,142,178
2989,09/05/2011,2,0,5,10,0,1,0,1,1,0.56,0.5303,0.52,0.194,12.998,0.4,24,95,119
2990,09/05/2011,2,0,5,11,0,1,0,1,1,0.6,0.6212,0.46,0.2239,15.001,0.442,26,99,125
2991,09/05/2011,2,0,5,12,0,1,0,1,1,0.6,0.6212,0.43,0.194,12.998,0.448,35,160,195
2992,09/05/2011,2,0,5,13,0,1,0,1,1,0.62,0.6212,0.38,0.2836,19.001,0.44,36,138,174
2993,09/05/2011,2,0,5,14,0,1,0,1,1,0.62,0.6212,0.41,0.2239,15.001,0.452,44,118,162
2994,09/05/2011,2,0,5,15,0,1,0,1,1,0.62,0.6212,0.41,0.2239,15.001,0.452,51,148,199
2995,09/05/2011,2,0,5,16,0,1,0,1,1,0.64,0.6212,0.38,0.2239,15.001,0.462,49,255,304
2996,09/05/2011,2,0,5,17,0,1,0,1,1,0.62,0.6212,0.38,0.2537,16.998,0.446,59,539,598
2997,09/05/2011,2,0,5,18,0,1,0,1,1,0.62,0.6212,0.38,0.2985,19.999,0.437,66,458,524
2998,09/05/2011,2,0,5,19,0,1,0,1,1,0.58,0.5455,0.43,0.194,12.998,0.415,45,339,384
2999,09/05/2011,2,0,5,20,0,1,0,1,1,0.54,0.5152,0.49,0.194,12.998,0.386,25,214,239
3000,09/05/2011,2,0,5,21,0,1,0,1,1,0.52,0.5,0.59,0.1343,8.998,0.383,28,128,156
3001,09/05/2011,2,0,5,22,0,1,0,1,1,0.52,0.5,0.68,0.0896,6.003,0.392,21,95,116
3002,09/05/2011,2,0,5,23,0,1,0,1,1,0.5,0.4848,0.68,0.0896,6.003,0.378,16,45,61
3003,10/05/2011,2,0,5,0,0,2,0,1,1,0.48,0.4697,0.63,0,0,0.381,6,12,18
3004,10/05/2011,2,0,5,1,0,2,0,1,1,0.46,0.4545,0.59,0.0896,6.003,0.348,3,12,15
3005,10/05/2011,2,0,5,2,0,2,0,1,1,0.44,0.4394,0.58,0.1343,8.998,0.325,1,4,5
3006,10/05/2011,2,0,5,3,0,2,0,1,1,0.44,0.4394,0.54,0.194,12.998,0.313,1,3,4
3007,10/05/2011,2,0,5,4,0,2,0,1,1,0.42,0.4242,0.62,0.2537,16.998,0.287,0,2,2
3008,10/05/2011,2,0,5,5,0,2,0,1,1,0.4,0.4091,0.66,0.2239,15.001,0.278,1,28,29
3009,10/05/2011,2,0,5,6,0,2,0,1,1,0.42,0.4242,0.67,0.1343,8.998,0.31,9,103,112
3010,10/05/2011,2,0,5,7,0,2,0,1,2,0.44,0.4394,0.62,0.1343,8.998,0.325,13,301,314
3011,10/05/2011,2,0,5,8,0,2,0,1,2,0.5,0.4848,0.51,0.1045,7.002,0.375,28,397,425
3012,10/05/2011,2,0,5,9,0,2,0,1,2,0.52,0.5,0.48,0.1045,7.002,0.389,29,176,205
3013,10/05/2011,2,0,5,10,0,2,0,1,2,0.56,0.5303,0.37,0.0896,6.003,0.421,27,100,127
3014,10/05/2011,2,0,5,11,0,2,0,1,2,0.56,0.5303,0.43,0.1343,8.998,0.412,17,108,125
3015,10/05/2011,2,0,5,12,0,2,0,1,2,0.6,0.6212,0.38,0,0,0.486,47,170,217
3016,10/05/2011,2,0,5,13,0,2,0,1,2,0.62,0.6212,0.38,0.2537,16.998,0.446,50,152,202
3017,10/05/2011,2,0,5,14,0,2,0,1,2,0.62,0.6212,0.33,0,0,0.496,42,134,176
3018,10/05/2011,2,0,5,15,0,2,0,1,2,0.64,0.6212,0.33,0.0896,6.003,0.488,28,152,180
3019,10/05/2011,2,0,5,16,0,2,0,1,1,0.66,0.6212,0.31,0.1045,7.002,0.495,56,271,327
3020,10/05/2011,2,0,5,17,0,2,0,1,1,0.64,0.6212,0.33,0,0,0.506,79,532,611
3021,10/05/2011,2,0,5,18,0,2,0,1,1,0.64,0.6212,0.29,0.1343,8.998,0.48,70,480,550
3022,10/05/2011,2,0,5,19,0,2,0,1,1,0.6,0.6212,0.43,0.2239,15.001,0.442,69,365,434
3023,10/05/2011,2,0,5,20,0,2,0,1,1,0.54,0.5152,0.6,0.1343,8.998,0.398,50,241,291
3024,10/05/2011,2,0,5,21,0,2,0,1,1,0.54,0.5152,0.52,0,0,0.425,30,173,203
3025,10/05/2011,2,0,5,22,0,2,0,1,1,0.52,0.5,0.55,0.1045,7.002,0.389,29,121,150
3026,10/05/2011,2,0,5,23,0,2,0,1,2,0.52,0.5,0.59,0.1343,8.998,0.383,9,72,81
3027,11/05/2011,2,0,5,0,0,3,0,1,2,0.52,0.5,0.55,0.1343,8.998,0.383,8,30,38
3028,11/05/2011,2,0,5,1,0,3,0,1,2,0.5,0.4848,0.59,0.1045,7.002,0.375,4,16,20
3029,11/05/2011,2,0,5,2,0,3,0,1,1,0.52,0.5,0.59,0,0,0.41,6,4,10
3030,11/05/2011,2,0,5,3,0,3,0,1,1,0.5,0.4848,0.63,0.2239,15.001,0.351,0,3,3
3031,11/05/2011,2,0,5,4,0,3,0,1,2,0.48,0.4697,0.88,0.1343,8.998,0.354,0,2,2
3032,11/05/2011,2,0,5,5,0,3,0,1,1,0.46,0.4545,0.88,0.1343,8.998,0.339,0,20,20
3033,11/05/2011,2,0,5,6,0,3,0,1,1,0.46,0.4545,0.82,0.1343,8.998,0.339,6,93,99
3034,11/05/2011,2,0,5,7,0,3,0,1,1,0.48,0.4697,0.72,0.194,12.998,0.342,25,293,318
3035,11/05/2011,2,0,5,8,0,3,0,1,1,0.48,0.4697,0.77,0.2537,16.998,0.33,21,421,442
3036,11/05/2011,2,0,5,9,0,3,0,1,1,0.52,0.5,0.72,0.1343,8.998,0.383,21,182,203
3037,11/05/2011,2,0,5,10,0,3,0,1,1,0.54,0.5152,0.68,0.0896,6.003,0.407,30,124,154
3038,11/05/2011,2,0,5,11,0,3,0,1,1,0.56,0.5303,0.64,0.0896,6.003,0.421,18,123,141
3039,11/05/2011,2,0,5,12,0,3,0,1,1,0.6,0.6212,0.56,0,0,0.486,41,185,226
3040,11/05/2011,2,0,5,13,0,3,0,1,1,0.62,0.6212,0.5,0,0,0.496,36,157,193
3041,11/05/2011,2,0,5,14,0,3,0,1,1,0.62,0.6212,0.53,0.0896,6.003,0.478,36,141,177
3042,11/05/2011,2,0,5,15,0,3,0,1,1,0.64,0.6212,0.41,0,0,0.506,48,131,179
3043,11/05/2011,2,0,5,16,0,3,0,1,1,0.66,0.6212,0.39,0,0,0.516,49,240,289
3044,11/05/2011,2,0,5,17,0,3,0,1,1,0.64,0.6212,0.47,0.1045,7.002,0.485,17,242,259
3045,11/05/2011,2,0,5,18,0,3,0,1,1,0.62,0.6212,0.5,0.2985,19.999,0.437,40,234,274
3046,11/05/2011,2,0,5,19,0,3,0,1,1,0.56,0.5303,0.52,0.1343,8.998,0.412,60,341,401
3047,11/05/2011,2,0,5,20,0,3,0,1,1,0.54,0.5152,0.64,0.1343,8.998,0.398,28,245,273
3048,11/05/2011,2,0,5,21,0,3,0,1,1,0.54,0.5152,0.6,0,0,0.425,32,202,234
3049,11/05/2011,2,0,5,22,0,3,0,1,1,0.5,0.4848,0.72,-1,16.998,0.345,12,134,146
